en,vi
"Diabetes mellitus and periodontitis are common diseases, there is a two-way relationship between oral health and systemic disease.",Bệnh đái tháo đường và viêm nha chu ngày càng phổ biến và có mối quan hệ hai chiều.
Periodontal treatment improves glycosylatedhemoglobin.In,"Điều trị nha chu giúp giảm đường huyết và ngược lại, kiểm soát đường huyết tốt có thể cải thiện bệnh nha chu."
Periodontal index and HbA1c were recorded at baseline and six month after treatment.,Số liệu thu thập gồm các chỉ số nha chu và giá trị HbA1c được ghi nhận vào lúc khám ban đầu và sau 6 tháng điều trị.
"Results: After 6 months, significant changes in periodontal index (p0.05).","Kết quả: Sau 6 tháng, thay đổi có ý nghĩa các chỉ số lâm sàng nha chu (p < 0,01)."
Conclusion: Our study has shown that the percutaneous closure of large secondary atrial septal defects in the 20 - 37 mm diameter range under intracardiac echocardiography guidance can be performed safely and effectively.,Kết luận: Nghiên cứu của chúng tôi cho thấy rằng việc đóng các thông liên nhĩ thứ phát lỗ lớn qua da có đường kính 20 – 37 mm dưới hướng dẫn của siêu âm trong buồng tim có thể được thực hiện một cách an toàn và hiệu quả.
"Result: 55 patients had mean age of 41.78 ± 11.64 years old (23 - 62 years), female 85.45%.","Kết quả: nghiên cứu ghi nhận 55 bệnh nhân có độ tuổi trung bình là 41,78 ± 11,64 tuổi (23 - 62 tuổi), giới nữ chiếm 85,45%."
The mean diameters of the atrial septal defect were 24.14 ± 3.42 mm (transesophageal echocardiography) and 27.89 ± 4.27 mm (intracardiac echocardiography) with P<0.001.,"Đường kính thông liên nhĩ trung bình là 24,14 ± 3,42 mm (siêu âm tim qua thực quản) và 27,89 ± 4,27 mm (siêu âm tim trong buồng tim) với P < 0,001."
"Palliative care need of cancer patients at the oncology center, thai nguyen central hospital and related fators","Nhu cầu chăm sóc giảm nhẹ của người bệnh ung thư tại Trung tâm Ung bướu, Bệnh viện Trung ương Thái Nguyên và một số yếu tố liên quan"
"Gastric cancer is the fifth most common malignancy worldwide, and the fourth cause among all malignancy in Vietnam.",Ung thư dạ dày đứng hàng thứ 5 trong các bệnh ung thư trên thế giới và đứng hàng thứ tư trong các bệnh ung thư tại Việt Nam.
"Postoperative results: adenocarcinoma, highly differentiated, at the small curvature of the stomach, pT1aM0N0.","Kết quả sau mổ: Ung thư biểu mô tuyến, biệt hoá cao, tại góc bờ cong nhỏ dạ dày, pT 1 aM 0 N 0."
"After surgery, the patient was stable, without complications and was discharged from the hospital.","Sau mổ, bệnh nhân ổn định, không có biến chứng và ra viện."
"However, the majority of patients arriving at the hospital are in the late stage.","Tuy nhiên, phần lớn bệnh nhân khi đến viện đều ở giai đoạn muộn."
"From 09/2020 - 09/2021, the patient had upper GI endoscopy (06 times) and biopsies (06 times).","Từ 09/2020-09/2021, bệnh nhân đã được nội soi dạ dày (06 lần) và sinh thiết 06 lần."
"Endoscopy results: small curvilinear ulcer, size 1 cm, surface is not smooth.","Kết quả nội soi: loét góc bờ cong nhỏ, kích thước 1 cm, bề mặt không nhẵn."
There were 3/6 times (50%) with gastric dysplasia.,Có 3/6 lần (50%) có loạn sản tế bào.
The patient underwent laparoscopic surgery.,Bệnh nhân đã được phẫu thuật qua nội soi.
Chronic pain in older people with primary knee osteoarthritis,Đau mạn tính ở người cao tuổi có thoái hoá khớp gối nguyên phát
"Subjects and methods. A cross-sectional descriptive study was produced from January 1, 2021 to August 31, 2021 among 399 HIV-infected patients over 18 years old, managed and received ART at the HIV / AIDS care and treatment facility - Nghia Lo area general hospital and Yen Bai city health center, Yen Bai province.","Đối tượng và phương pháp nghiên cứu: Nghiên cứu mô tả cắt ngang triển khai từ 01/01/2021 đến 31/8/2021 với 399 người bệnh nhiễm HIV trên 18 tuổi, đang được quản lý và điều trị ARV tại cơ sở chăm sóc điều trị HIV / AIDS Bệnh viên đa khoa khu vực Nghĩa Lộ và Trung tâm y tế thành phố Yên Bái, tỉnh Yên Bái."
"Of the total number of HIV-infected patients managed and received antiretroviral therapy (ART), 96.2% of patients responded to ART, in which 100% of patients using second-line regimens respond to treatment.","Trong tổng số người bệnh đang được quản lý và điều trị ARV, 96,2% người bệnh đáp ứng điều trị thuốc ARV, trong đó 100% người bệnh sử dụng phác đồ bậc 2 có đáp ứng điều trị."
"Factors related to treatment response include: high school education level (aOR= 11; 95% CI: 2.6 - 46.9), duration of ART (aOR=1.3; 95% CI: 1.06 - 1.6) and treatment adherence (aOR=5.6; 95% CI: 1.4 - 22.6).","Các yếu tố liên quan đến đáp ứng điều trị bao gồm: trình độ học vấn Trung học phổ thông (aOR= 11; 95% CI: 2,6-46,9), thời gian điều trị ARV (aOR= 1,3; 95% CI: 1,06-1,6) và tuân thủ điều trị (aOR= 5,6; 95% CI: 1,4-22,6)."
"It is necessary to strengthen management, treatment support and counseling to improve treatment adherence, thereby helping patients have a better treatment response to ART.","Cần tăng cường quản lý, hỗ trợ điều trị và tăng cường tư vấn để nâng cao sự tuân thủ điều trị, từ đó giúp bệnh nhân có đáp ứng điều trị ARV tốt hơn."
"Factors Affecting Consumer’s Intentions in Buying Organic Foods in Long Bien District, Hanoi","Các yếu tố ảnh hưởng đến ý định mua thực phẩm hữu cơ tại quận Long Biên, Hà Nội"
"The purpose of this research was to identify the factors affecting customer purchase intentions toward organic food in Long Bien district, Hanoi.","Mục đích của nghiên cứu là xác định các yếu tố ảnh hưởng tới ý định mua thực phẩm hữu cơ (TPHC) của người tiêu dùng ở quận Long Biên, Hà Nội."
"The findings showed that there were 4 factors affecting customer purchase intentions toward organic food: SN, health consciousness, consumer knowledge, sensation about price (SPr) positively.","Kết quả nghiên cứu cho thấy có 4 nhóm yếu tố ảnh hưởng đến ý định tiêu thụ TPHC của người dân trong khu vực, bao gồm nhận thức của người tiêu dùng về TPHC, sự quan tâm về sức khoẻ, chuẩn mực chủ quan và sự cảm nhận về giá cả TPHC."
To assess knowledge of mothers have child with acute intussusception disease at Nam Dinh General Hospital.,Đánh giá kiến thức của bà mẹ có con mắc bệnh lồng ruột cấp tính tại Bệnh viện đa khoa tỉnh Nam Định.
"In it, 36.1% understood what was the acute intussusception; 37.7% were aware of the cause; 18% were not aware of signs of acute intussusception, 42.6% were not aware of necrotic intestinal complications if late.","Trong đó, 36,1% hiểu được thế nào là lồng ruột cấp tính; 37,7% nhận thức được nguyên nhân của bệnh; 18% không nhận thức được dấu hiệu của bệnh lồng ruột cấp tính, 42,6% không biết về biến chứng hoại tử ruột nếu cấp cứu không kịp thời."
54.1% of mothers were aware of the treatment and 57.3% of the control responded correctly when children showed signs of acute intussusception.,"Có 54,1% bà mẹ nhận thức được cách điều trị và 57,3% trả lời đúng về cách xử trí khi trẻ có dấu hiệu lồng ruột cấp tính."
The study also showed that three factors significantly affected maternal knowledge of residence; education and health education reception.,Nghiên cứu cũng chỉ ra có ba yếu tố ảnh hưởng có ý nghĩa thống kê tới kiến thức của bà mẹ là nơi cư trú; trình độ học vấn và nhận thông tin giáo dục sức khoẻ.
Chromosomal mosaicism in prenatal diagnosis is a complex problem that confuses the perception of true mosaicism or pseudomosaicismand often causes difficulties in genetic counseling.,"Thể khảm nhiễm sắc thể (NST) trong chẩn đoán trước sinh là một vấn đề phức tạp, gây bối rối trong nhận định khảm thật hay giả, do đó thường gây khó khăn trong tư vấn di truyền."
"In this study, the authors reported 5 cases of chromosomal mosaicism in prenatal karyotype diagnosis and compared them with the corresponding karyotype results of children after birth.","Trong nghiên cứu này, các tác giả báo cáo 5 trường hợp khảm NST trong chẩn đoán karyotype trước sinh và so sánh với kết quả karyotype tương ứng của trẻ sau khi ra đời."
Amniotic fluid and peripheral blood cells were prepared chromosomal metaphase by culture method and chromosomal analysis according to ISCN 2016 standards.,Tế bào dịch ối và máu ngoại vi được làm NST theo phương pháp gián tiếp và phân tích NST theo tiêu chuẩn ISCN 2016.
"There were 3 cases of abnormal prenatal chromosomal mosaicism, but the postnatal results were normal, two cases of abnormal prenatal chromosome mosaicism, but had abnormal peripheral blood postnatal chromosome results.","Kết quả cho thấy, có 3 trường hợp khảm NST bất thường trước sinh nhưng cho kết quả NST bình thường sau sinh và 2 trường hợp khảm NST bất thường trước sinh cho kết quả NST máu ngoại vi bất thường sau sinh."
"These results, together with discussion, will provide more valuable information for the prognosis of chromosome mosaicism cases in prenatal diagnosis and give better genetic counseling for the patients.",Các thông tin này góp phần cung cấp những bằng chứng quan trọng để tiên lượng các trường hợp khảm NST trong chẩn đoán trước sinh và tư vấn di truyền tốt hơn cho người bệnh.
Bioactivity and toxicity evaluation of nutraceuticals using in vitro cell-based models: A review,Tổng quan đánh giá độc tính và hoạt tính sinh học của dược thực phẩm dựa trên mô hình tế bào in vitro
HER2-neu targeted therapy in combination with chemotherapy has been the standard treatment for HER2-neu positive cancer in the world.,Điều trị hoá chất kết hợp các thuốc kháng HER 2 - neu đã trở thành tiêu chuẩn trong điều trị ung thư vú có HER 2 - neu dương tính trên thế giới.
"In Vietnam, Trastuzumab has been used since 2016 while Pertuzumab has just recently been used.","Tại Việt Nam, Trastuzumab được sử dụng từ năm 2006 còn Pertuzumab mới được đưa vào sử dụng gần đây."
"The results on 20 patients showed that the clinical overall response rate was 95.0%, with only one patient progressed.","Kết quả nghiên cứu trên 20 bệnh nhân cho thấy tỉ lệ đáp ứng toànbộ trên lâm sàng đạt 95,0%, có một trường hợp bệnh tiến triển."
