en,vi
The error proportion of malaria smear examination was 30%.,Tỷ lệ sai sót trong soi lam phát hiện ký sinh trùng sốt rét là 30%.
"Meanwhile, assisted person had no time to perform at least 4 - 5 exchanges every day.","Trong khi đó, người nhà không có thời gian để thay dịch 04 cử / ngày và làm hằng ngày."
Experience in applied biomedical statistics of postgraduate and resident students in hanoi medical university,Kinh nghiệm ứng dụng thống kê y sinh họccủa học viên cao học và nội trú trường đại học y hà nội
Background: The application of statistics in biomedical studies is increasing and developing.,Đặt vấn đề: Ứng dụng thống kê trong các nghiên cứu y học ngày càng được chú trọng và phát triển.
Conclusion: The ability in applied biomedical statistics of post graduated and resident students in Hanoi Medical University was limited.,Kết luận: Khả năng ứng dụng thống kê của các học viên cao học và nội trú của trường Đại học Y Hà Nội còn hạn chế.
"Keywords: Applied statistics, graduate students and resident students.","Từ khoá: ứng dụng thống kê, học viên cao học và nội trú."
"However, the quality of the application is still a problem that needs to pay attention.","Tuy nhiên, chất lượng của các ứng dụng này vẫn là vấn đề cần được quan tâm."
It involves knowledge and experience of researchers in applied biomedical statistics.,Điều này liên quan với kiến thức và kinh nghiệm ứng dụng thống kê của các nhà nghiên cứu.
"Result: There were 270 students participated in the study, of whom 80.7% werepost-graduated students and 19.3% were resident students.","Kết quả: Có 270 học viên tham gia nghiên cứu, trong đó 80,7% là học viên cao học và 19,3% là học viên nội trú."
Over 50% of students had been trained in epidemiology and statistics.,Hơn 50% số học viên đã được đào tạo về dịch tễ và thống kê.
Lab test showed normal results.,Các xét nghiệm máu đều cho kết quả bình thường.
The percentage of subjects has appropriate practice of changing water frequently for washing food and process tool by 99.1%.,"Tỉ lệ thực hành đúng về VSAT thực phẩm: Thực hành thay nước thường xuyên khi rửa thực phẩm, và dụng cụ chế biến chiếm tỉ lệ cao 99,1%."
He activities of psychology unit of the university of medicine and pharmacy at ho chi minh city,Hoạt động phòng khám tâm lý - bà mẹ trẻ em bệnh viện đại học y dược tp. hồ chí minh
"Background: Cystic lesions of the mediastinum are uncommon, comprising 12% to 18% of all primary mediastinal tumors.","Đặt vấn đề: Tổn thương dạng nang ở trung thất không thường gặp, chỉ chiếm khoảng 12% đến 18% trong tất cả các u trung thất nguyên phát."
The mean operation time was 61.47 ± 28.61 minutes.,"Thời gian mổ trung bình là 61,47 ± 28,61 phút."
Method: Case report.,Đối tượng – Phương pháp nghiên cứu: Mô tả trường hợp bệnh.
The interval between of two 131I treatments time is 5th to 15 months.,Khoảng thời gian thích hợp giữa 2 lần điều trị từ 5 - 15 tháng.
"Conclusion Through the above results, we see a very important role of nurses in the treatment and care of rheumatic heart patients to reduce the risks and serious complications of nephrontic syndrome.","Kết luận Qua kết quả trên, chúng ta thấy được vai trò rất quan trọng của người điều dưỡng trong điều trị và chăm sóc bệnh nhi hội chứng thận hư góp phần làm giảm được các nguy cơ và biến chứng nặng nề của bệnh nhi hội chứng thận hư."
Method: The study is carried out using cross-sectional and quantitative method.,"Phương pháp nghiên cứu: Nghiên cứu mô tả cắt ngang có phân tích, nghiên cứu định lượng."
"Keywords: Type 2 diabetes mellitus, treatment goals.","Từ khoá: Đái tháo đường típ 2, mục tiêu điều trị."
Caring role of health workers is important.,Qua đó cũng cho thấy vai trò chăm sóc của nhân viên y tế rất quan trọng.
Applycating montgomery t tube in treatment of laryngotracheal stenosis at cho ray hospital from 2014 to 2019,Ứng dụng ống t trong điều trị sẹo hẹp thanh khí quản tại bệnh viện chợ rẫy từ năm 2014 – 2019
"Background: Laryngotracheal stenosis happens after prolonged intubattion, trauma or infection.","Đặt vấn đề: Sẹo hẹp thanh khí quản là bệnh lý xảy ra sau đặt nội khí quản kéo dài, chấn thương hay viêm nhiễm vùng thanh khí quản."
Methods: Descriptive Study.,Đối tượng và phương pháp: Mô tả hàng loạt ca.
"Result: The majority met in men 62.8%, females 34.3%.","Kết quả: Đa số gặp ở nam giới 62,8%, nữ 34,3%."
Medical history of endotracheal time from 7 - 14 days accounted for 65.7%.,"Tiền sử thời gian đặt nội khí quản từ 7-14 ngày chiếm 65,7%."
The majority of patients were done tracheostomy (80%).,Đa số bệnh nhân đã được mở khí quản (80%).
"So, this elastographic technique is suitable for solid liver lesions assessment.","Vi vậy, kỹ thuật siêu âm đàn hồi ARFI này thích hợp cho việc đánh giá các tổn thương khu trú tại gan."
This technique ultrasound has not been widely applied in Viet Nam today.,"Tại Việt Nam, hiện nay kỹ thuật siêu âm đàn hồi ARFI vẫn chưa được ứng dụng rộng rãi."
Methods: Retrospective description.,Phương pháp nghiên cứu: Hồi cứu mô tả.
"Over the past decade, robot-assisted surgery has become widespread in a variety of operations.","Trong những thập kỹ qua, phẫu thuật nội soi có hổ trợ robot được áp dụng ngày càng phổ biến trên thế giới."
"The modern anesthesiologist should keep abreast of these changes, and consider the impact on the anesthetic plan and patient safety.","Các bác sỹ gây mê hồi sức cũng cần hiểu biết về những ảnh hưởng, những thay đổi khi phẫu thuật có sự hổ trợ robot để có kế hoạch gây mê và hồi sức an toàn cho bệnh nhân."
Background: Polypoid lesions of the gallbladder encompass a wide variety of pathology.,Đặt vấn đề: Các tổn thương dạng polyp của túi mật có nhiều hình thái giải phẫu bệnh hay mô học khác nhau.
Early diagnostic and prompt operation has excellent results.,Chẩn đoán sớm và điều trị kip thời đem lại kết quả tốt
Male / female = 2: 1.,Nam: nữ = 2:1.
Traffic accidents were the leading causes (60%).,Tai nạn giao thông chiếm đa số 60%.
Excellent surgical results: 88.4% (38 cases).,"Kết quả phẫu thuật tốt chiếm: 88,4% (38 ca)."
Complication: 7% (3cases).,Di chứng: 7% (3 ca).
Background: It's very important to diagnose exactly for suitable treatment to chest trauma.,"Đặt vấn đề: Trong xử trí chấn thương ngực, vấn đề rất quan trọng là phải chẩn đoán chính xác, từ đó có chỉ định phẫu thuật kịp thời, phù hợp với hoàn cảnh của từng bệnh viện."
Conclusions: The treatment was mostly on medicine in majority.,Kết luận: Phần lớn các loại chấn thương ngực đều có thể điều trị bảo tồn.
The indications for thoracotomy were in special cases.,Chỉ mở ngực trong một số trường hợp đặc biệt.
To choose the incisions and to ameliorate the quality for treatment.,Chọn lựa các đường mở ngực và nâng cao chất lượng điều trị.
Background: Awareness of the predictors of poor outcome after stroke can help us to prevent poor outcome.,Đặt vấn đề: Xác định được các yếu tố tiên lượng kết cục sau đột quỵ có thể giúp phòng tránh được kết cục xấu bằng cách kiểm soát tốt các yếu tố tiên lượng này.
Independent predictors of 3-month outcome were determined by using univariable and binary logistic regression analyses.,Các yếu tố tiên lượng kết cục xấu thời điểm 3 tháng được xác định nhờ phương pháp phân tích thống kê đơn biến và hồi quy đa biến logistic.
Automated gun biopsy with free hand ultrasound guidance to diagnose some special kidney diseases,Sinh thiết thận qua da bằng súng tự động dưới hướng dẫn của siêu âm cho một số bệnh thận đặc biệt
The ratio of positive blood culture is 25%.,Tỉ lệ cấy máu cùng dương tính là (25%).
This can help patients to have optimal treatment and quality of life.,Điều này có thể giúp bệnh nhân có được điều trị tốt nhất và chất lượng cuộc sống cao hơn.
Males-and-females ratio was 1.5/1.,"Tỷ lệ nam / nữ là 1, 5/1."
Retroperitoneal tumor diagnosis can be difficult.,Chẩn đoán u sau phúc mạc có thể gặp nhiều khó khăn.
The nomogram is designed to predict the likelihood of CRS1 with AUC 0.79.,"Toán đồ (nomogram) được xây dựng để dự báo khả năng mắc hội chứng tim thận típ 1 với AUC 0,79."
This is a prospective cohort study.,"Đây là nghiên cứu đoàn hệ, tiến cứu."
Background: Frozen embryo transfer is a current trend in practice worldwide.,Đặt vấn đề: Chuyển phôi trữ lạnh là xu hướng thực hành hiện nay.
The primary outcome was live birth rate.,Kết cục chính là tỷ lệ trẻ sinh sống.
"However, it is essential to have more researches and evaluations of this diagnostic techniques.","Tuy nhiên, việc nghiên cứu và đánh giá về kỹ thuật chẩn đoán này cũng rất cần thiết."
"With the above six markers it has not really perfected to diagnose all of the elements in the malignant pleural mesothelioma, such as the diagnosis, prognosis and treatment of pleural metastatic carcinomas.","Với 6 dấu ấn kể trên theo chúng tôi vẫn chưa thật sự hoàn hảo để chẩn đoán hết về những yếu tố trong bệnh lý u trung mạc như: chẩn đoán phân biệt với các loại carcinôm di căn tới màng phổi, tiên lượng và điều trị của bệnh."
The implementation of immunohistochemical staining of a variety of markers is necessary for accurate diagnoses.,Cần thiết thực hiện nhuộm hoá mô miễn dịch và hoá tế bào miễn dịch với nhiều loại dấu ấn để có chẩn đoán chính xác.
"Methods: A desriptive, prospective and cross sectional study.","Phương pháp nghiên cứu: Tiền cứu, mô tả, cắt ngang."
Method Unblinded randomized controlled trial.,"Phương pháp: Thử nghiệm lâm sàng ngẫu nhiên có nhóm chứng, không mù."
